,0
13688,NEUTRAL
13689,NEUTRAL
13690,MIXED
13691,NEUTRAL
13692,NEUTRAL
13693,NEUTRAL
13694,NEUTRAL
13695,NEUTRAL
13696,NEUTRAL
13697,NEUTRAL
13698,NEGATIVE
13699,NEUTRAL
13700,NEUTRAL
13701,MIXED
13702,NEUTRAL
13703,NEGATIVE
13704,NEUTRAL
13705,POSITIVE
13706,NEUTRAL
13707,NEUTRAL
13708,MIXED
13709,NEUTRAL
13710,NEUTRAL
13711,NEGATIVE
13712,NEUTRAL
13713,NEGATIVE
13714,NEUTRAL
13715,NEUTRAL
13716,NEGATIVE
13717,NEUTRAL
13718,NEUTRAL
13719,NEUTRAL
13720,NEUTRAL
13721,MIXED
13722,NEUTRAL
13723,NEGATIVE
13724,NEUTRAL
13725,MIXED
13726,NEUTRAL
13727,NEUTRAL
13728,NEUTRAL
13729,NEUTRAL
13730,NEUTRAL
13731,NEUTRAL
13732,NEUTRAL
13733,NEGATIVE
13734,NEUTRAL
13735,NEUTRAL
13736,NEUTRAL
13737,NEUTRAL
13738,NEUTRAL
13739,NEUTRAL
13740,NEUTRAL
13741,NEUTRAL
13742,NEUTRAL
13743,NEUTRAL
13744,NEUTRAL
13745,NEUTRAL
13746,NEUTRAL
13747,NEUTRAL
13748,NEUTRAL
13749,NEUTRAL
13750,NEUTRAL
13751,NEGATIVE
13752,NEUTRAL
13753,NEUTRAL
13754,NEUTRAL
13755,NEGATIVE
13756,NEGATIVE
13757,NEGATIVE
13758,NEUTRAL
13759,NEGATIVE
13760,NEUTRAL
13761,NEUTRAL
13762,NEUTRAL
13763,NEUTRAL
13764,NEUTRAL
13765,NEUTRAL
13766,NEUTRAL
13767,NEUTRAL
13768,NEUTRAL
13769,NEUTRAL
13770,NEUTRAL
13771,NEUTRAL
13772,NEUTRAL
13773,NEUTRAL
13774,NEUTRAL
13775,NEUTRAL
13776,NEUTRAL
13777,NEUTRAL
13778,NEUTRAL
13779,NEUTRAL
13780,NEUTRAL
13781,NEUTRAL
13782,NEUTRAL
13783,NEUTRAL
13784,MIXED
13785,NEUTRAL
13786,NEUTRAL
13787,NEUTRAL
13788,NEUTRAL
13789,NEUTRAL
13790,NEUTRAL
13791,NEUTRAL
13792,NEGATIVE
13793,MIXED
13794,NEUTRAL
13795,NEGATIVE
13796,NEUTRAL
13797,NEUTRAL
13798,NEGATIVE
13799,NEUTRAL
13800,NEUTRAL
13801,NEUTRAL
13802,NEUTRAL
13803,MIXED
13804,NEUTRAL
13805,NEUTRAL
13806,NEUTRAL
13807,NEUTRAL
13808,NEUTRAL
13809,NEUTRAL
13810,NEUTRAL
13811,NEUTRAL
13812,NEUTRAL
13813,NEUTRAL
13814,NEUTRAL
13815,NEUTRAL
13816,NEUTRAL
13817,NEUTRAL
13818,NEUTRAL
13819,NEUTRAL
13820,NEUTRAL
13821,NEUTRAL
13822,NEUTRAL
13823,NEUTRAL
13824,NEUTRAL
13825,NEUTRAL
13826,NEUTRAL
13827,NEUTRAL
13828,NEUTRAL
13829,NEGATIVE
13830,NEUTRAL
13831,NEUTRAL
13832,NEUTRAL
13833,NEUTRAL
13834,NEUTRAL
13835,NEUTRAL
13836,NEUTRAL
13837,NEUTRAL
13838,NEUTRAL
13839,NEUTRAL
13840,NEUTRAL
13841,NEGATIVE
13842,NEUTRAL
13843,NEUTRAL
13844,NEUTRAL
13845,NEUTRAL
13846,MIXED
13847,NEUTRAL
13848,NEUTRAL
13849,NEUTRAL
13850,NEUTRAL
13851,NEUTRAL
13852,NEUTRAL
13853,NEUTRAL
13854,NEUTRAL
13855,NEUTRAL
13856,NEUTRAL
13857,NEUTRAL
13858,NEUTRAL
13859,NEUTRAL
13860,NEUTRAL
13861,NEUTRAL
13862,NEUTRAL
13863,MIXED
13864,NEUTRAL
13865,NEUTRAL
13866,NEUTRAL
13867,NEUTRAL
13868,NEGATIVE
13869,NEUTRAL
13870,NEUTRAL
13871,NEUTRAL
13872,NEUTRAL
13873,NEUTRAL
13874,NEUTRAL
13875,NEUTRAL
13876,NEGATIVE
13877,NEGATIVE
13878,NEUTRAL
13879,NEUTRAL
13880,NEGATIVE
13881,NEUTRAL
13882,NEUTRAL
13883,NEUTRAL
13884,NEUTRAL
13885,NEUTRAL
13886,NEUTRAL
13887,NEUTRAL
13888,NEUTRAL
13889,NEUTRAL
13890,NEUTRAL
13891,NEUTRAL
13892,NEUTRAL
13893,NEUTRAL
13894,NEUTRAL
13895,NEUTRAL
13896,NEUTRAL
13897,NEGATIVE
13898,NEUTRAL
13899,NEUTRAL
13900,NEUTRAL
13901,MIXED
13902,MIXED
13903,NEUTRAL
13904,NEUTRAL
13905,NEUTRAL
13906,NEUTRAL
13907,NEUTRAL
13908,NEUTRAL
13909,NEUTRAL
13910,NEUTRAL
13911,NEUTRAL
13912,NEUTRAL
13913,NEUTRAL
13914,NEUTRAL
13915,NEUTRAL
13916,NEUTRAL
13917,NEUTRAL
13918,NEUTRAL
13919,NEUTRAL
13920,NEUTRAL
13921,NEUTRAL
13922,NEUTRAL
13923,NEUTRAL
13924,NEUTRAL
13925,NEUTRAL
13926,NEUTRAL
13927,NEUTRAL
13928,NEUTRAL
13929,NEUTRAL
13930,MIXED
13931,NEUTRAL
13932,NEUTRAL
13933,NEGATIVE
13934,NEUTRAL
13935,NEUTRAL
13936,NEUTRAL
13937,NEUTRAL
13938,NEUTRAL
13939,NEUTRAL
13940,NEUTRAL
13941,NEUTRAL
13942,NEUTRAL
13943,NEUTRAL
13944,NEUTRAL
13945,NEUTRAL
13946,NEUTRAL
13947,NEUTRAL
13948,NEUTRAL
13949,NEUTRAL
13950,NEUTRAL
13951,NEGATIVE
13952,NEUTRAL
13953,NEUTRAL
13954,NEGATIVE
13955,NEUTRAL
13956,MIXED
13957,NEUTRAL
13958,NEUTRAL
13959,NEUTRAL
13960,NEUTRAL
13961,NEUTRAL
13962,MIXED
13963,NEUTRAL
13964,MIXED
13965,NEUTRAL
13966,NEUTRAL
13967,NEUTRAL
13968,NEUTRAL
13969,NEUTRAL
13970,NEUTRAL
13971,MIXED
13972,NEUTRAL
13973,NEUTRAL
13974,NEUTRAL
13975,NEUTRAL
13976,NEUTRAL
13977,MIXED
13978,NEUTRAL
13979,NEUTRAL
13980,NEUTRAL
13981,NEUTRAL
13982,NEUTRAL
13983,NEUTRAL
13984,NEUTRAL
13985,NEUTRAL
13986,NEUTRAL
13987,NEUTRAL
13988,NEGATIVE
13989,NEUTRAL
13990,NEUTRAL
13991,NEUTRAL
13992,MIXED
13993,NEUTRAL
13994,NEUTRAL
13995,NEUTRAL
13996,NEUTRAL
13997,NEGATIVE
13998,NEUTRAL
13999,MIXED
14000,NEUTRAL
14001,NEUTRAL
14002,NEUTRAL
14003,NEUTRAL
14004,NEUTRAL
14005,NEUTRAL
14006,NEUTRAL
14007,NEUTRAL
14008,NEUTRAL
14009,NEUTRAL
14010,NEUTRAL
14011,NEUTRAL
14012,NEUTRAL
14013,NEUTRAL
14014,NEUTRAL
14015,NEUTRAL
14016,NEUTRAL
14017,NEUTRAL
14018,NEUTRAL
14019,NEUTRAL
14020,NEUTRAL
14021,NEUTRAL
14022,NEUTRAL
14023,NEGATIVE
14024,NEUTRAL
14025,NEGATIVE
14026,NEUTRAL
14027,NEUTRAL
14028,NEUTRAL
14029,NEUTRAL
14030,POSITIVE
14031,NEGATIVE
14032,NEUTRAL
14033,NEUTRAL
14034,NEUTRAL
14035,NEUTRAL
14036,NEUTRAL
14037,NEUTRAL
14038,NEUTRAL
14039,NEUTRAL
14040,NEUTRAL
14041,NEUTRAL
14042,NEUTRAL
14043,NEUTRAL
14044,NEUTRAL
14045,NEUTRAL
14046,NEUTRAL
14047,NEUTRAL
14048,NEUTRAL
14049,NEUTRAL
14050,NEUTRAL
14051,NEUTRAL
14052,NEUTRAL
14053,NEGATIVE
14054,NEGATIVE
14055,NEUTRAL
14056,NEUTRAL
14057,NEUTRAL
14058,NEUTRAL
14059,NEUTRAL
14060,NEUTRAL
14061,NEUTRAL
14062,NEUTRAL
14063,NEUTRAL
14064,NEUTRAL
14065,MIXED
14066,NEUTRAL
14067,NEUTRAL
14068,NEUTRAL
14069,NEUTRAL
14070,NEUTRAL
14071,NEGATIVE
14072,NEUTRAL
14073,NEGATIVE
14074,NEUTRAL
14075,NEUTRAL
14076,NEUTRAL
14077,NEUTRAL
14078,NEUTRAL
14079,NEUTRAL
14080,NEUTRAL
14081,NEUTRAL
14082,NEUTRAL
14083,NEUTRAL
14084,NEUTRAL
14085,NEUTRAL
14086,NEUTRAL
14087,NEUTRAL
14088,NEUTRAL
14089,NEUTRAL
14090,NEUTRAL
14091,NEUTRAL
14092,NEUTRAL
14093,NEUTRAL
14094,NEGATIVE
14095,NEUTRAL
14096,NEUTRAL
14097,NEUTRAL
14098,NEUTRAL
14099,NEUTRAL
14100,NEUTRAL
14101,NEUTRAL
14102,NEUTRAL
14103,NEUTRAL
14104,NEUTRAL
14105,NEUTRAL
14106,NEUTRAL
14107,NEUTRAL
14108,NEUTRAL
14109,NEUTRAL
14110,NEUTRAL
14111,NEUTRAL
14112,NEUTRAL
14113,NEUTRAL
14114,NEUTRAL
14115,MIXED
14116,NEUTRAL
14117,NEUTRAL
14118,NEUTRAL
14119,NEUTRAL
14120,NEUTRAL
14121,NEUTRAL
14122,NEUTRAL
14123,NEUTRAL
14124,NEUTRAL
14125,NEUTRAL
14126,NEUTRAL
14127,NEUTRAL
14128,NEUTRAL
14129,NEUTRAL
14130,NEUTRAL
14131,NEUTRAL
14132,NEUTRAL
14133,MIXED
14134,NEGATIVE
14135,NEUTRAL
14136,NEUTRAL
14137,NEUTRAL
14138,NEUTRAL
14139,NEUTRAL
14140,NEUTRAL
14141,NEUTRAL
14142,NEGATIVE
14143,MIXED
14144,MIXED
14145,NEUTRAL
14146,NEUTRAL
14147,NEUTRAL
14148,NEUTRAL
14149,NEUTRAL
14150,NEUTRAL
14151,NEUTRAL
14152,NEUTRAL
14153,NEUTRAL
14154,NEUTRAL
14155,NEUTRAL
14156,MIXED
14157,NEUTRAL
14158,MIXED
14159,NEUTRAL
14160,NEUTRAL
14161,MIXED
14162,NEUTRAL
14163,NEGATIVE
14164,NEUTRAL
14165,NEGATIVE
14166,NEUTRAL
14167,NEUTRAL
14168,NEUTRAL
14169,NEUTRAL
14170,NEUTRAL
14171,NEUTRAL
14172,NEUTRAL
14173,NEUTRAL
14174,NEUTRAL
14175,NEUTRAL
14176,NEUTRAL
14177,NEUTRAL
14178,NEUTRAL
14179,NEGATIVE
14180,NEUTRAL
14181,NEUTRAL
14182,NEUTRAL
14183,NEUTRAL
14184,NEUTRAL
14185,NEUTRAL
14186,NEUTRAL
14187,NEUTRAL
14188,NEUTRAL
14189,NEGATIVE
14190,MIXED
14191,MIXED
14192,NEUTRAL
14193,NEUTRAL
14194,NEUTRAL
14195,MIXED
14196,NEUTRAL
14197,NEUTRAL
14198,NEUTRAL
14199,NEUTRAL
14200,NEUTRAL
14201,NEUTRAL
14202,NEUTRAL
14203,NEUTRAL
14204,NEUTRAL
14205,NEUTRAL
14206,NEUTRAL
14207,MIXED
14208,NEUTRAL
14209,NEUTRAL
14210,NEUTRAL
14211,NEGATIVE
14212,NEUTRAL
14213,MIXED
14214,NEUTRAL
14215,NEUTRAL
14216,NEUTRAL
14217,NEGATIVE
14218,NEUTRAL
14219,NEUTRAL
14220,NEUTRAL
14221,NEUTRAL
14222,NEUTRAL
14223,NEUTRAL
14224,NEUTRAL
14225,NEUTRAL
14226,NEUTRAL
14227,NEUTRAL
14228,NEUTRAL
14229,NEUTRAL
14230,NEGATIVE
14231,NEGATIVE
14232,NEUTRAL
14233,NEUTRAL
14234,NEUTRAL
14235,NEUTRAL
14236,NEUTRAL
14237,NEUTRAL
14238,NEUTRAL
14239,NEGATIVE
14240,MIXED
14241,NEUTRAL
14242,NEUTRAL
14243,NEUTRAL
14244,NEUTRAL
14245,NEUTRAL
14246,NEUTRAL
14247,NEUTRAL
14248,NEUTRAL
14249,NEUTRAL
14250,NEUTRAL
14251,NEUTRAL
14252,NEUTRAL
14253,NEUTRAL
14254,NEUTRAL
14255,NEGATIVE
14256,MIXED
14257,NEUTRAL
14258,NEUTRAL
14259,NEUTRAL
14260,NEUTRAL
14261,NEUTRAL
14262,NEUTRAL
14263,NEUTRAL
14264,NEUTRAL
14265,NEUTRAL
14266,NEUTRAL
14267,NEUTRAL
14268,MIXED
14269,NEUTRAL
14270,NEGATIVE
14271,NEGATIVE
14272,NEUTRAL
14273,NEUTRAL
14274,NEGATIVE
14275,NEUTRAL
14276,NEUTRAL
14277,NEUTRAL
14278,NEUTRAL
14279,NEUTRAL
14280,NEUTRAL
14281,NEGATIVE
14282,NEUTRAL
14283,NEUTRAL
14284,NEUTRAL
14285,NEUTRAL
14286,NEUTRAL
14287,NEUTRAL
14288,NEUTRAL
14289,NEUTRAL
14290,NEUTRAL
14291,NEGATIVE
14292,NEGATIVE
14293,NEUTRAL
14294,NEUTRAL
14295,NEUTRAL
14296,NEUTRAL
14297,NEUTRAL
14298,NEUTRAL
14299,NEUTRAL
14300,NEUTRAL
14301,NEUTRAL
14302,NEUTRAL
14303,NEUTRAL
14304,NEUTRAL
14305,NEUTRAL
14306,NEUTRAL
14307,NEUTRAL
14308,NEUTRAL
14309,NEGATIVE
14310,NEUTRAL
14311,NEGATIVE
14312,NEUTRAL
14313,NEUTRAL
14314,NEUTRAL
14315,NEUTRAL
14316,MIXED
14317,NEUTRAL
14318,NEUTRAL
14319,POSITIVE
14320,NEUTRAL
14321,NEUTRAL
14322,NEUTRAL
14323,NEUTRAL
14324,NEUTRAL
14325,NEUTRAL
14326,NEUTRAL
14327,NEGATIVE
14328,NEGATIVE
14329,NEUTRAL
14330,NEUTRAL
14331,NEUTRAL
14332,NEUTRAL
14333,NEUTRAL
14334,NEUTRAL
14335,NEUTRAL
14336,MIXED
14337,NEUTRAL
14338,NEUTRAL
14339,NEUTRAL
14340,NEGATIVE
14341,NEUTRAL
14342,NEUTRAL
14343,NEUTRAL
14344,NEUTRAL
14345,NEUTRAL
14346,NEUTRAL
14347,NEUTRAL
14348,NEUTRAL
14349,NEUTRAL
14350,NEUTRAL
14351,NEUTRAL
14352,NEGATIVE
14353,NEUTRAL
14354,MIXED
14355,NEUTRAL
14356,NEGATIVE
14357,NEUTRAL
14358,NEUTRAL
14359,NEUTRAL
14360,NEUTRAL
14361,NEGATIVE
14362,NEUTRAL
14363,NEUTRAL
14364,NEUTRAL
14365,NEUTRAL
14366,NEUTRAL
14367,NEUTRAL
14368,NEUTRAL
14369,NEUTRAL
14370,NEUTRAL
14371,NEUTRAL
14372,NEUTRAL
14373,NEUTRAL
14374,NEUTRAL
14375,NEUTRAL
14376,NEGATIVE
14377,NEUTRAL
14378,NEUTRAL
14379,MIXED
14380,POSITIVE
14381,NEUTRAL
14382,MIXED
14383,NEGATIVE
14384,NEUTRAL
14385,MIXED
14386,NEUTRAL
14387,NEUTRAL
14388,NEUTRAL
14389,NEUTRAL
14390,NEUTRAL
14391,NEUTRAL
14392,NEUTRAL
14393,NEUTRAL
14394,NEUTRAL
14395,NEUTRAL
14396,NEGATIVE
14397,NEUTRAL
14398,NEUTRAL
14399,NEUTRAL
14400,NEUTRAL
14401,NEUTRAL
14402,NEUTRAL
14403,NEUTRAL
14404,NEUTRAL
14405,NEUTRAL
14406,NEUTRAL
14407,NEUTRAL
14408,NEUTRAL
14409,NEUTRAL
14410,NEUTRAL
14411,NEUTRAL
14412,NEUTRAL
14413,NEUTRAL
14414,NEGATIVE
14415,NEUTRAL
14416,NEUTRAL
14417,NEUTRAL
14418,NEUTRAL
14419,NEUTRAL
14420,NEUTRAL
14421,NEUTRAL
14422,NEUTRAL
14423,NEUTRAL
14424,NEUTRAL
14425,NEUTRAL
14426,NEUTRAL
14427,NEUTRAL
14428,NEUTRAL
14429,NEUTRAL
14430,NEUTRAL
14431,NEUTRAL
14432,NEUTRAL
14433,MIXED
14434,NEUTRAL
14435,NEUTRAL
14436,NEUTRAL
14437,NEUTRAL
14438,NEUTRAL
14439,NEUTRAL
14440,NEUTRAL
14441,NEGATIVE
14442,NEUTRAL
14443,NEUTRAL
14444,NEUTRAL
14445,NEUTRAL
14446,NEGATIVE
14447,NEGATIVE
14448,NEUTRAL
14449,NEUTRAL
14450,NEUTRAL
14451,NEUTRAL
14452,NEUTRAL
14453,NEUTRAL
14454,NEUTRAL
14455,NEUTRAL
14456,NEUTRAL
14457,NEUTRAL
14458,NEUTRAL
14459,NEUTRAL
14460,NEUTRAL
14461,NEUTRAL
14462,NEUTRAL
14463,NEUTRAL
14464,MIXED
14465,NEUTRAL
14466,NEUTRAL
14467,NEUTRAL
14468,NEUTRAL
14469,NEUTRAL
14470,NEUTRAL
14471,NEUTRAL
14472,NEUTRAL
14473,NEUTRAL
14474,MIXED
14475,NEUTRAL
14476,NEUTRAL
14477,NEUTRAL
14478,NEUTRAL
14479,NEUTRAL
14480,NEUTRAL
14481,NEUTRAL
14482,NEUTRAL
14483,NEGATIVE
14484,NEUTRAL
14485,NEUTRAL
14486,NEUTRAL
14487,NEUTRAL
14488,NEGATIVE
14489,NEUTRAL
14490,NEUTRAL
14491,NEUTRAL
14492,NEGATIVE
14493,NEUTRAL
14494,NEUTRAL
14495,NEUTRAL
14496,NEUTRAL
14497,NEUTRAL
14498,NEUTRAL
14499,NEUTRAL
14500,NEUTRAL
14501,NEGATIVE
14502,NEUTRAL
14503,NEUTRAL
14504,NEUTRAL
14505,NEUTRAL
14506,NEUTRAL
14507,NEUTRAL
14508,NEUTRAL
14509,NEUTRAL
14510,NEUTRAL
14511,NEUTRAL
14512,NEUTRAL
14513,NEUTRAL
14514,MIXED
14515,NEUTRAL
14516,NEUTRAL
14517,MIXED
14518,NEUTRAL
14519,NEUTRAL
14520,NEUTRAL
14521,NEUTRAL
14522,NEUTRAL
14523,NEGATIVE
14524,NEUTRAL
14525,NEUTRAL
14526,NEUTRAL
14527,NEUTRAL
14528,NEUTRAL
14529,NEUTRAL
14530,NEUTRAL
14531,NEUTRAL
14532,NEUTRAL
14533,MIXED
14534,NEUTRAL
14535,NEUTRAL
14536,NEUTRAL
14537,NEUTRAL
14538,NEUTRAL
14539,NEUTRAL
14540,NEGATIVE
14541,NEUTRAL
14542,NEUTRAL
14543,NEUTRAL
14544,NEUTRAL
14545,MIXED
14546,NEUTRAL
14547,NEUTRAL
14548,NEUTRAL
14549,NEUTRAL
14550,NEUTRAL
14551,NEUTRAL
14552,NEUTRAL
14553,NEUTRAL
14554,NEUTRAL
14555,NEUTRAL
14556,NEUTRAL
14557,NEUTRAL
14558,NEUTRAL
14559,NEUTRAL
14560,NEUTRAL
14561,NEUTRAL
14562,NEUTRAL
14563,NEUTRAL
14564,NEUTRAL
14565,NEUTRAL
14566,NEUTRAL
14567,NEUTRAL
14568,NEUTRAL
14569,NEUTRAL
14570,NEUTRAL
14571,NEGATIVE
14572,NEUTRAL
14573,NEUTRAL
14574,NEUTRAL
14575,NEUTRAL
14576,NEUTRAL
14577,NEUTRAL
14578,NEUTRAL
14579,NEUTRAL
14580,NEGATIVE
14581,NEUTRAL
14582,NEUTRAL
14583,NEUTRAL
14584,NEUTRAL
14585,NEUTRAL
14586,NEUTRAL
14587,NEUTRAL
14588,NEUTRAL
14589,NEUTRAL
14590,NEGATIVE
14591,NEUTRAL
14592,NEUTRAL
14593,NEUTRAL
14594,NEUTRAL
14595,NEGATIVE
14596,NEUTRAL
14597,NEUTRAL
14598,NEUTRAL
14599,NEUTRAL
14600,NEUTRAL
14601,NEUTRAL
14602,NEUTRAL
14603,NEUTRAL
14604,NEUTRAL
14605,NEUTRAL
14606,NEUTRAL
14607,NEUTRAL
14608,NEUTRAL
14609,NEUTRAL
14610,NEUTRAL
14611,NEUTRAL
14612,NEUTRAL
14613,NEUTRAL
14614,MIXED
14615,NEUTRAL
14616,NEUTRAL
14617,NEGATIVE
14618,NEUTRAL
14619,NEUTRAL
14620,NEUTRAL
14621,NEUTRAL
14622,NEGATIVE
14623,NEGATIVE
14624,NEUTRAL
14625,NEUTRAL
14626,NEUTRAL
14627,NEUTRAL
14628,NEUTRAL
14629,NEGATIVE
14630,NEUTRAL
14631,NEUTRAL
14632,NEUTRAL
14633,NEUTRAL
14634,NEUTRAL
14635,NEUTRAL
14636,NEUTRAL
14637,NEUTRAL
14638,NEUTRAL
14639,NEUTRAL
14640,NEUTRAL
14641,NEUTRAL
14642,NEUTRAL
14643,NEGATIVE
14644,NEUTRAL
14645,NEUTRAL
14646,NEUTRAL
14647,NEUTRAL
14648,NEUTRAL
14649,NEUTRAL
14650,NEGATIVE
14651,NEUTRAL
14652,NEUTRAL
14653,NEUTRAL
14654,NEGATIVE
14655,NEUTRAL
14656,NEUTRAL
14657,NEUTRAL
14658,NEUTRAL
14659,NEUTRAL
14660,NEUTRAL
14661,NEGATIVE
14662,NEUTRAL
14663,NEUTRAL
14664,NEUTRAL
14665,NEUTRAL
14666,NEUTRAL
14667,NEUTRAL
14668,NEUTRAL
14669,NEUTRAL
14670,NEUTRAL
14671,NEUTRAL
14672,NEUTRAL
14673,NEUTRAL
14674,NEUTRAL
14675,NEUTRAL
14676,NEUTRAL
14677,NEUTRAL
14678,NEUTRAL
14679,NEGATIVE
14680,NEUTRAL
14681,NEUTRAL
14682,NEGATIVE
14683,NEUTRAL
14684,NEUTRAL
14685,NEUTRAL
14686,NEUTRAL
14687,NEUTRAL
14688,NEUTRAL
14689,NEUTRAL
14690,MIXED
14691,MIXED
14692,NEUTRAL
14693,NEUTRAL
14694,NEUTRAL
14695,NEGATIVE
14696,NEUTRAL
14697,NEUTRAL
14698,POSITIVE
14699,NEUTRAL
14700,NEUTRAL
14701,NEUTRAL
14702,NEGATIVE
14703,NEUTRAL
14704,NEUTRAL
14705,NEUTRAL
14706,NEUTRAL
14707,NEUTRAL
14708,NEUTRAL
14709,NEUTRAL
14710,NEUTRAL
14711,NEUTRAL
14712,NEGATIVE
14713,NEUTRAL
14714,NEUTRAL
14715,NEUTRAL
14716,NEUTRAL
14717,MIXED
14718,NEUTRAL
14719,NEGATIVE
14720,NEUTRAL
14721,NEUTRAL
14722,NEUTRAL
14723,NEUTRAL
14724,NEGATIVE
14725,NEUTRAL
14726,NEUTRAL
14727,MIXED
14728,NEUTRAL
14729,NEUTRAL
14730,NEUTRAL
14731,NEUTRAL
14732,NEGATIVE
14733,NEUTRAL
14734,NEUTRAL
14735,NEUTRAL
14736,NEUTRAL
14737,NEUTRAL
14738,NEUTRAL
14739,NEUTRAL
14740,NEGATIVE
14741,NEUTRAL
14742,NEUTRAL
14743,NEUTRAL
14744,NEGATIVE
14745,NEUTRAL
14746,NEUTRAL
14747,NEUTRAL
14748,NEUTRAL
14749,NEUTRAL
14750,NEUTRAL
14751,NEUTRAL
14752,NEGATIVE
14753,NEUTRAL
14754,NEGATIVE
14755,NEUTRAL
14756,NEUTRAL
14757,NEUTRAL
14758,NEUTRAL
14759,NEUTRAL
14760,NEUTRAL
14761,NEUTRAL
14762,NEUTRAL
14763,NEUTRAL
14764,NEUTRAL
14765,NEUTRAL
14766,NEUTRAL
14767,MIXED
14768,NEUTRAL
14769,NEUTRAL
14770,NEUTRAL
14771,NEUTRAL
14772,NEUTRAL
14773,NEUTRAL
14774,NEUTRAL
14775,NEUTRAL
14776,NEUTRAL
14777,NEUTRAL
14778,NEUTRAL
14779,MIXED
14780,NEUTRAL
14781,NEUTRAL
14782,NEUTRAL
14783,MIXED
14784,NEUTRAL
14785,NEUTRAL
14786,MIXED
14787,NEUTRAL
14788,NEUTRAL
14789,NEUTRAL
14790,NEUTRAL
14791,NEUTRAL
14792,MIXED
14793,NEUTRAL
14794,NEUTRAL
14795,NEUTRAL
14796,NEUTRAL
14797,NEGATIVE
14798,NEUTRAL
14799,NEUTRAL
14800,NEUTRAL
14801,NEUTRAL
14802,NEUTRAL
14803,NEUTRAL
14804,NEUTRAL
14805,NEUTRAL
14806,NEUTRAL
14807,NEUTRAL
14808,NEUTRAL
14809,NEUTRAL
14810,NEUTRAL
14811,NEUTRAL
14812,NEGATIVE
14813,NEUTRAL
14814,NEUTRAL
14815,NEUTRAL
14816,NEUTRAL
14817,NEUTRAL
14818,NEGATIVE
14819,NEUTRAL
14820,NEUTRAL
14821,NEUTRAL
14822,NEUTRAL
14823,MIXED
14824,NEUTRAL
14825,MIXED
14826,NEUTRAL
14827,NEUTRAL
14828,NEUTRAL
14829,NEUTRAL
14830,NEUTRAL
14831,NEUTRAL
14832,NEUTRAL
14833,NEGATIVE
14834,NEUTRAL
14835,NEUTRAL
14836,MIXED
14837,NEUTRAL
14838,NEUTRAL
14839,NEUTRAL
14840,NEUTRAL
14841,NEUTRAL
14842,NEUTRAL
14843,MIXED
14844,NEUTRAL
14845,NEGATIVE
14846,NEGATIVE
14847,NEUTRAL
14848,NEUTRAL
14849,NEUTRAL
14850,NEUTRAL
14851,NEUTRAL
14852,NEUTRAL
14853,NEUTRAL
14854,NEUTRAL
14855,NEUTRAL
14856,NEUTRAL
14857,NEUTRAL
14858,MIXED
14859,NEUTRAL
14860,NEUTRAL
14861,NEUTRAL
14862,NEUTRAL
14863,NEUTRAL
14864,NEUTRAL
14865,NEUTRAL
14866,NEUTRAL
14867,NEUTRAL
14868,NEUTRAL
14869,NEUTRAL
14870,NEUTRAL
14871,NEUTRAL
14872,NEUTRAL
14873,NEUTRAL
14874,NEUTRAL
14875,NEUTRAL
14876,NEUTRAL
14877,NEUTRAL
14878,NEUTRAL
14879,NEUTRAL
14880,NEUTRAL
14881,NEUTRAL
14882,MIXED
14883,NEUTRAL
14884,NEUTRAL
14885,NEUTRAL
14886,NEUTRAL
14887,NEGATIVE
14888,NEGATIVE
14889,NEUTRAL
14890,NEGATIVE
14891,NEUTRAL
14892,NEUTRAL
14893,NEUTRAL
14894,NEUTRAL
14895,NEUTRAL
14896,MIXED
14897,NEUTRAL
14898,NEUTRAL
14899,NEUTRAL
14900,NEUTRAL
14901,NEUTRAL
14902,MIXED
14903,NEUTRAL
14904,NEUTRAL
14905,NEUTRAL
14906,NEUTRAL
14907,NEGATIVE
14908,NEUTRAL
14909,NEUTRAL
14910,NEUTRAL
14911,NEUTRAL
14912,NEGATIVE
14913,NEUTRAL
14914,NEUTRAL
14915,NEUTRAL
14916,NEUTRAL
14917,NEGATIVE
14918,NEUTRAL
14919,NEUTRAL
14920,NEUTRAL
14921,NEUTRAL
14922,NEUTRAL
14923,NEUTRAL
14924,NEUTRAL
14925,NEUTRAL
14926,NEUTRAL
14927,NEUTRAL
14928,NEUTRAL
14929,NEGATIVE
14930,NEUTRAL
14931,NEUTRAL
14932,NEUTRAL
14933,NEUTRAL
14934,NEUTRAL
14935,NEUTRAL
14936,NEUTRAL
14937,NEUTRAL
14938,NEUTRAL
14939,NEUTRAL
14940,NEUTRAL
14941,NEUTRAL
14942,MIXED
14943,NEUTRAL
14944,NEUTRAL
14945,NEUTRAL
14946,NEUTRAL
14947,NEUTRAL
14948,NEUTRAL
14949,NEGATIVE
14950,NEUTRAL
14951,NEGATIVE
14952,NEUTRAL
14953,NEUTRAL
14954,NEUTRAL
14955,NEUTRAL
14956,NEUTRAL
14957,NEUTRAL
14958,NEUTRAL
14959,NEUTRAL
14960,NEUTRAL
14961,NEUTRAL
14962,NEGATIVE
14963,NEUTRAL
14964,NEUTRAL
14965,NEUTRAL
14966,NEUTRAL
14967,NEUTRAL
14968,NEUTRAL
14969,NEUTRAL
14970,NEUTRAL
14971,NEUTRAL
14972,NEUTRAL
14973,NEUTRAL
14974,NEUTRAL
14975,NEUTRAL
14976,NEUTRAL
14977,NEUTRAL
14978,NEUTRAL
